Sl.No.,Brand,Name,Reviews Date Added,Reviews do Recommend,Reviews Num Helpful,Reviews Rating,Weight,Reviews Title,Reviews Text
1604,Mr. & Mrs. T,"Mr _ Mrs T Blood Mary Bold _ Spicy Mix, 33.8 oz ()",2017-08-15T03:05:22Z,TRUE,0,5,,Love this product!,"This is the best Bloody Mary mix I've ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!"
1605,Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",2017-09-23T02:53:08Z,TRUE,5,4,,good for what it is intend for...,good for pina coladas. no complains.
1606,Master of Mixes,"Master Of Mixes Pina Colada Cocktail Mix, 59.2 oz ()",2017-09-23T02:53:08Z,FALSE,4,1,,Yucky!,This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!
1607,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,im happy with product,"ive only used a few yeasts in my day for making wine, cider, and mead and ive never found much difference in taste depending on yeast. i started my latest hooch two days ago and id like to say ive never had a more active batch. in a 1 gallon carboy or in my 5gal bucket the airlocks are going nuts, very active little buggers they are."
1608,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,Love this yeast!,"I use it for apfelwein (google edworts apfelwein for the recipe). The standard for apfelwein is montrachet, but I find that the cote des blancs ferments out a little dryer, while leaving a cleaner overall flavor and a bit of lingering sweet sensation on your tongue. Costs 1/pack at my local homebrew store, and stays good in the fridge for a couple years, so no point in not buying in bulk."
1609,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,Highly recommend!!,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful."
1610,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,Great Service!,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice."
1611,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,"A little slow, but very effective for many white wines.","I used this to make apple wine and it was marvelous. It worked very well and didn't have a yeasty flavor at all. It can be a little slow to start, but that is likely because I wasn't using it for the intended purpose. If you're looking for a long-lasting, simple, affordable yeast for white wines of any type, this will keep you happy.It is worth noting that each packet is enough for 5 gallons worth of wine so long as you give it sufficient time to ferment."
1612,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,yeast,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp."
1613,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,"Perfect for your lighter wines, ciders","Nice fresh yeast. This brand has always performed exceptionally, and we have never had a dud. It doesn't impart harsh yeasty flavors to your fermentables. We have used this for wine and mead, holds up to higher alcohol, we don't even prime it, we just pitch and the airlocks are bubbling merrily away in a few hours."
1614,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2015-08-22T07:46:13Z,,,,,good,Arrived in a timely manner and in good condition. Made honey mead over the fall. Works as directed. Will see results in the spring.
1615,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,Great Service,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice."
1616,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,Good,Doesn't seem to go as dry as some yeasts. I had good results making apple cider in a 5 gallon bucket with this stuff. Would buy again.
1617,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,yeast,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp."
1618,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,Worked well,"A standby, it worked well--still waiting on the finished product. I have used several packets and it is fairly bomb proof."
1619,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,Failed,Attempted twice to get this to make wine and it failed. It did not ferment at all. Perhaps it was a bad batch of yeast. ()
1620,Home Brew Ohio,Cote des Blancs Wine Yeast -s,2017-01-14T19:38:15Z,,,,,Highly recommend,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful."
1621,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Mildly spicy mustard,"This mustard came as a Christmas stocking stuffer. I've tried various spicy mustards over the years in hope I would find the perfect mustard. Some have been really good, some not quite so good. And to some extent what I want depends on what sort of mood I'm in and what I'm putting the mustard on. I have come to really like this Alstertor mustard. It has a pleasant taste without being overwhelming. Although I consider it a fairly mild mustard, it is stronger (and nicer) than a typical dijon mustard. At the same time it doesn't have the astringency of certain mustards that heavily emphasize the horseradish. I have found it to be a great complement to large soft pretzels. It also works pretty well with a not overly spiced sausage as well. And I like the little mug. As a home brewer I've often thought it would be nice to have a mug like this when I wanted to sample my beer."
1622,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Great German mustard,This is my favorite German mustard! It goes well with everything. The only reason it is getting 4 stars instead of 5 is due to the price. The exact same product can be purchased at World Market for nearly half the price.
1623,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Nothing special,"I am glad if people like this mustard - I am from Germany and this is one of the cheapest mustards and really not that good - in Germany it costs about one Euro or less, it is a cheap mustard.... don't buy it for the glass, it's really small and cheap, this mustard is some generic brand, not from one of the good old German famous German companies (Kuehne, Thomy etc.)."
1624,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,One of the best,I currently have nine different mustards in my house. I have lost count of how many I have tried over the years. Some will be bought again. This is one that will definitely always be in my house in the future.
1625,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,"Good mustard, but overpriced!","I purchased this mustard based on the reviews. I am not disappointed in the taste however, I am in the packaging and the price. First, the tape used to hold the lid down was not as pictured nor was it very secure. The date code on the side of the lid is worn off where I cannot read the month or day...only the year, which is 2013. The price at 8.49 is about 5-6 too high. I have found it at MyBrands, which is the importer's site for public sale, at 2.25 and elsewhere for 3 and up. I think the 8.49 price has the free shipping built in. I will be ordering this mustard again, but not through Atlantic Quality here on Amazon. Otherwise, very good mustard."
1626,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Dusseldorf Mustard,"This mustard is AWESOME!!!!!!!!! The only thing I wish you could sell it in big containers. The mug is great for at home, but I would like to use this mustard for other occasions where I would need to purchase it in a gallon container.( I hope it becomes available).I have tried alot of brands of Dusseldorf Mustard and this is by far the BEST yet!!!!!"
1627,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Best Mustard,"Not too strong, not too weak without the overly eggy taste of others.I'm a mustard lover. I used to keep 8-12 mustards on hand for different foods. If I had to pick one mustard for everything, this would be it. It will replace at least half my mustard collection."
1628,Alstertor,"Alstertor Mustard Mug, 8.45 Ounce",2015-11-16T06:49:32Z,,,,1.2 pounds,Awesome Mustard is Right!,"I decided to buy this mustard for the novelty of the jar but WOW this is REALLY is good stuff. It has a creamy spicy mustardness I haven't experienced before. And, this vendor shipped lightning fast and sent it packaged really well. A+++"
1629,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,,great product,I use carmex all the time. love it! keeps my lips moist.
1630,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Love this product,I bought this for chapped lips and i got instant relief
1631,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Oldie but goodie,This is my favorite I love the jar lip therapy the best
1632,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,LOVE THE JAR,I use it not just in winter months but under my lipstick
1633,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,soft lips,"carmex makes my chapped lips so soft, that is all i buy."
1634,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,"Love the jar, fits in my pocket","Love this product, only one that really works for me"
1635,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Carmax,I buy this all the time when i am I need of it its great
1636,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,"Buy two, you will be glad you did!","Buy two, keep one at home and another in your purse!"
1637,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Good and reliable product,The best product on the market for intended usage.
1638,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Love the feeling,I so love the feeling of using this product. So smooth
1639,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Makeup necessity!,Carmen is my basic secret necessity for beautiful lips.
